id,text,label,confidence,source,suggested_label,corrected_label
48e07a90-f401-41cb-a631-d0f1f481bc32,Why is sailing straight downwind considered dangerous? boats sailing,other_or_offtopic,0.388478,stackexchange_sailing,other_or_offtopic,other_or_offtopic
d06cab91-606c-47df-8347-c399f01462d8,Why did Lewis and Clark use square rigged boats? boats sailing history,other_or_offtopic,0.495116,stackexchange_sailing,other_or_offtopic,other_or_offtopic
7cf1c1bc-6a45-4617-8268-b24119a57d20,Fix/patch a leaky through-hull fitting below the waterline boats sailing repairs,navigation,0.497642,stackexchange_sailing,navigation,navigation
f84c2848-2591-4afd-b771-28dfc350ffd1,What to do with a yacht when a stronger wind blast comes? sailing,navigation,0.268225,stackexchange_sailing,navigation,navigation
9c0efc98-41f1-4770-964b-42fa021343bb,When driving a power driven vessel heading towards the port beam of another vessel underway what is the correct proceedure to pass on the stern? safety sailing river-navigation,safety,0.546459,stackexchange_sailing,safety,safety
417bf2cf-60bd-468c-82c6-3ace4b24ed2a,Please help identify this sailcraft sailing manmade-object-identification australia,equipment,0.389077,stackexchange_sailing,equipment,equipment
82ab6c38-de29-47e6-a021-1b25967b4637,How long to sail from the Yucatán Channel to Belize City? sailing,navigation,0.434332,stackexchange_sailing,navigation,navigation
51da7048-368e-4da5-9e00-7465686a5b4e,Drawbacks and advantages of using a trimaran instead of a monohull for sailing in the arctic? boats sailing arctic,other_or_offtopic,0.263144,stackexchange_sailing,other_or_offtopic,other_or_offtopic
4dc364a5-e51a-49b4-a6dd-6023c7c64c7b,What's the hardest wearing multibraid rope type? ropes boats sailing,equipment,0.455406,stackexchange_sailing,equipment,equipment
479cebac-6c16-4808-ab46-3727ec10a975,replace Sunfish flotation blocks boats sailing repairs,equipment,0.697086,stackexchange_sailing,equipment,equipment
be75d32e-f39a-48f7-9ec6-805cd9924d14,What should I look for in a used wet suit? safety gear sailing scuba-diving wetsuits,safety,0.67948,stackexchange_sailing,safety,safety
2413dcdf-8c70-45ff-a8ba-17d350bdbb70,Sailing rules within three boat length circle sailing,safety,0.592402,stackexchange_sailing,safety,safety
bba55cde-4707-4f22-83f1-e40fd6931807,Help me interface these two nautical devices boats sailing gps electronic-gear,equipment,0.472952,stackexchange_sailing,equipment,equipment
6ce72baa-3ff0-4ae2-8fe4-0b9f4b26e5c0,Specific Chinese carabiner QA? safety sailing carabiners,safety,0.626854,stackexchange_sailing,safety,safety
8e44544f-b957-4b0f-ba46-87ad40a78057,What type of rope to use for the mainsheet of sunfish? ropes sailing boats,equipment,0.462464,stackexchange_sailing,equipment,equipment
ccfc50fa-fb62-45c7-8a8d-24fde3f52d11,How much heel is optimal on a small katamaran in low wind? boats sailing wind,equipment,0.372716,stackexchange_sailing,equipment,equipment
a586ce01-77ba-4f53-8b07-0af7e43cbb5a,Contacting a yacht on IJsselmeer (Netherlands) sailing the-netherlands,navigation,0.386,stackexchange_sailing,navigation,navigation
d6fafe0a-23e1-42d8-a273-9b8a4fdfda70,What is head/lift indication in a digital compass on a sailboat? boats sea sailing compasses,equipment,0.544704,stackexchange_sailing,equipment,equipment
c802b9b3-ca1d-43ed-8fc5-810d615a50a0,"When trimming my sails, why would I want them to stand flat, versus having some belly? sailing technique",other_or_offtopic,0.51248,stackexchange_sailing,other_or_offtopic,
59360b99-4132-4d94-ac04-a6185bc23b4d,How do you determine the optimum time to tack? sailing tacking,navigation,0.635119,stackexchange_sailing,navigation,
4f757ffd-62bb-4924-971a-fe36b528d026,"How to ""pump"" my sail to go upwind or when becalmed? sailing",navigation,0.528402,stackexchange_sailing,navigation,
90c16b7f-9417-488d-9604-1ca1e04da53f,"Does ""Ice Sailing"" Count as Boating? boats sailing",other_or_offtopic,0.634556,stackexchange_sailing,other_or_offtopic,
0967d662-8d4e-45d1-b1d0-eff3cc97a75f,Activities on a long voyage to avoid boredom? boats sea sailing,other_or_offtopic,0.383312,stackexchange_sailing,other_or_offtopic,
c3670b01-68fd-4584-89b2-164c85b6ee78,What do the numbers on a sail boats sail represent? sailing,navigation,0.37114,stackexchange_sailing,navigation,
35782606-6cf9-4d8d-8bb1-4c6f6b39e6db,"What are the differences between boats and ""ice yachts""? boats sailing ice",other_or_offtopic,0.570214,stackexchange_sailing,other_or_offtopic,
2b50e9d9-8300-4eb6-a3f7-32d80ce2e52f,What are the main disadvantages to a kiteboat in terms of long distance bluewater sailing? sailing,other_or_offtopic,0.5421,stackexchange_sailing,other_or_offtopic,
8f3424b4-aeb1-472f-a0a7-cc60c27dbe23,What should a beginner look for in a sextant? sailing,equipment,0.645421,stackexchange_sailing,equipment,
9dda213d-197e-4d5d-b8cb-ba6035719075,How did/does shrinking canvas effect sailing ships? sailing canvas,other_or_offtopic,0.443398,stackexchange_sailing,other_or_offtopic,
69d28336-9ccf-4ac1-828f-f348e29aa00f,Why did wetting down canvas sails increase the speed of a sailing ship? sailing history canvas,other_or_offtopic,0.429233,stackexchange_sailing,other_or_offtopic,
5fadf256-f81e-47c2-86bb-437b5bee8698,What is the purpose of being close-hauled when sailing upwind? sailing,other_or_offtopic,0.545837,stackexchange_sailing,other_or_offtopic,
6c0baee0-2371-4e99-9ba7-8539a73e0f49,"When a sailing ship is pursuing another upwind, why does the distance gained to windward matter so much? sailing",navigation,0.32729,stackexchange_sailing,navigation,
588a24c6-3b28-4ff3-85b5-b0dfbc73f06f,Is there a point at which one is committed to a tack? sailing tacking,navigation,0.517091,stackexchange_sailing,navigation,
88c11e78-0f67-4189-886d-46319e59157a,"How long is the battery life of a GPS tracker, when used to detect motion only? sailing gps theft",equipment,0.459715,stackexchange_sailing,equipment,
9a2eef82-c71a-4af1-9f53-1ed769df4578,"When stranded at sea, should I not ask for a tow? sailing sea legality",safety,0.372383,stackexchange_sailing,safety,
0ae1524c-36fb-4498-b4bd-92801c28a77e,Is it legal to sail a personal-size boat in the ocean in Massachusetts during a thunderstorm? sailing legality sea lightning massachusetts,weather,0.374791,stackexchange_sailing,weather,
7de36a47-1d5a-4efd-b6ee-ddc679b8d530,When does a Rope become a Line? ropes sailing terminology,navigation,0.478543,stackexchange_sailing,navigation,
39e30b50-ac95-4b8e-91f0-8f05fc967b47,Crew requirements for sailing a ketch sailing water-sports,navigation,0.227539,stackexchange_sailing,navigation,
6d8869c8-a269-4629-b0c2-82aeb8f87f08,Techniques for building a raft from wood survival sailing wooden,equipment,0.521031,stackexchange_sailing,equipment,
222d982e-ebc7-498a-b687-6ac0aa2d5220,Alternative Gooseneck options for small home built sail boats sailing,equipment,0.363303,stackexchange_sailing,equipment,
c0dbd5da-e5ee-4939-967e-d254eefe44c1,"Sailing from the Wash, UK to France during World War II. sailing history",other_or_offtopic,0.262469,stackexchange_sailing,other_or_offtopic,
55631e5b-35f3-4426-8edb-59c49226b24f,"Changing the shrouds, how would I know how far if I need to? sailing boats",other_or_offtopic,0.316594,stackexchange_sailing,other_or_offtopic,
28686d57-cb82-4471-8453-6e2055b0f216,Would waterproofing Styrofoam in a boat make water retention better or worse? boats sailing waterproofing,equipment,0.268707,stackexchange_sailing,equipment,
7e235048-919a-426e-8152-da0cb5554caa,What is the hand-pedal device called on an Open 60 sailboat? sailing boats,equipment,0.642536,stackexchange_sailing,equipment,
6a1ae464-b750-4e2b-8f96-040812a8b52e,What and where is the builder's plate on a boat? boats sailing,other_or_offtopic,0.294779,stackexchange_sailing,other_or_offtopic,
ea2946d9-3438-40fe-8ce0-94d0de67c4c5,How do you stabilize a sextant for use on a boat in rough water? navigation sailing boats,navigation,0.610043,stackexchange_sailing,navigation,
00a4cac8-0f4e-435e-9744-d6a8ea78f97c,Do raw eggs need to be rotated for freshness on a long voyage? food sailing,other_or_offtopic,0.390188,stackexchange_sailing,other_or_offtopic,
bce31645-b7ba-48eb-9204-5d80eaf6f3ab,What do you call it when a sailboat starts to have trouble? boats sailing wind,weather,0.261643,stackexchange_sailing,weather,
db50d9ea-c54f-4421-8e4f-5153519d11c3,Avoiding microbial contamination of diesel fuel sailing,safety,0.62106,stackexchange_sailing,safety,
b363fc6c-e58f-4d7d-9ccc-1b89921cd6bd,How do I calculate how much lift an outrigger needs? boats sailing canoes,equipment,0.657536,stackexchange_sailing,equipment,
4b1df1ac-2056-4a15-8a26-d82be101cc6b,How can I prevent a fiberglass crack in my sailboat from getting worse? sailing boats repairs,equipment,0.490511,stackexchange_sailing,equipment,
2bbca68c-3853-4132-80fc-b223164df538,Renting a boat for overnight in ocean? sailing boats,other_or_offtopic,0.367769,stackexchange_sailing,other_or_offtopic,
47b89478-a815-4136-a353-b85af3803046,What's the best way to remove layers of bottom paint from a sailboat hull? sailing,other_or_offtopic,0.526041,stackexchange_sailing,other_or_offtopic,
4ffcb62a-8ce3-413a-80fe-9181a35e3e13,What is the aspect ratio of a keel and how does it affect your how your boat sails? sailing,equipment,0.593991,stackexchange_sailing,equipment,
64ba7fcf-0563-46a1-bb64-57c9dfddfee4,How would you evaluate sailing lessons for adults? sailing training,other_or_offtopic,0.292307,stackexchange_sailing,other_or_offtopic,
2cb52faf-140d-47a9-a35d-50323529ebec,Maxi Yacht: How do the keel and the hull align when heeled over? sailing,navigation,0.396981,stackexchange_sailing,navigation,
16a8bba3-f52c-476d-b641-a81497100121,Difference between full keel and fin keel? sailing,navigation,0.606569,stackexchange_sailing,navigation,
dd89e7b5-40ab-499e-a05c-152e95028523,What's the fastest and easiest way to replace an in-boom outhaul? ropes sailing boats,equipment,0.624906,stackexchange_sailing,equipment,
7a5a75e6-b11f-4f5e-9353-994045e4554c,Things to consider when choosing a sailing club sailing boats,other_or_offtopic,0.266698,stackexchange_sailing,other_or_offtopic,
e2d81769-c1aa-4a54-81bc-e592dd2ad913,Creative Uses for Deli Paper in Sailing and Beyond,other_or_offtopic,0.55928,sailingforums,other_or_offtopic,
8ca4365e-f205-4ff7-87b0-1918d6ed1f74,NewsApplications Now Open – 2026 ILCA 6 Men’s World Championships,other_or_offtopic,0.424517,sailingforums,other_or_offtopic,
0f4efb65-ff90-4616-a598-d61053aa0d62,News2026 J/24 Midwinter Championship Delivers Thrilling Finish at Florida Yacht Club,other_or_offtopic,0.27782,sailingforums,other_or_offtopic,
f9dea90a-f34b-46e2-accc-509c244a57fe,"For SaleRefurbished J24 - Santa Cruz - Ready to Sail w/ Trailer - $6,500",other_or_offtopic,0.326691,sailingforums,other_or_offtopic,
e5f9c7f9-7d63-4daf-9b3c-17f585231570,"Dyneema vs. Wire: How to pick the right standing rigging for your yacht. When upgrading stays and standing rigging do you choose wire or HMPE? And where might it pay to replace stainless steel with Dyneema? Bruce Jacobs reports A thousand miles from anywhere in the Atlantic, with the trades blowing hard and the boat surfing down lumpy seas, …Continue reading » The post Dyneema vs. Wire: How to pick the right standing rigging for your yacht appeared first on Yachting World .",weather,0.402593,rss_www.yachtingworld.com,weather,
bc908502-bd93-4503-86a3-49771b345288,"How to win at double handed sailing: Expert tips. Pam Lee has competed in high level double-handed racing for four seasons, from Figaro to Class 40s. Here she shares winning tips for sailing two-up with Andy Rice The team dynamic in double-handed sailing is very different compared with fully crewed boats, says Pam Lee. “In your classic …Continue reading » The post How to win at double handed sailing: Expert tips appeared first on Yachting World .",other_or_offtopic,0.423114,rss_www.yachtingworld.com,other_or_offtopic,
36c271eb-aa28-4a6b-b29a-cec798038e00,"Balancing the visceral joy of sailing with its mental toll – Nikki Henderson. Boat should be stationary when casualty is brought alongside. Photo: Tiger Brisius/16° South/Clipper The sea is usually our happy place. But when it isn’t, factoring in recovery – both mentally and physically – is part of good seamanship Do you find a sense of belonging at sea? A deep intuition that it’s the right place for you? Dare …Continue reading » The post Balancing the visceral joy of sailing with its mental toll – Nikki Henderson appeared first on Yachting World .",other_or_offtopic,0.346287,rss_www.yachtingworld.com,other_or_offtopic,
d37b67de-df30-4d6d-9417-dafd3aeac323,Spring 2026 boat maintenance guide. Sponsor Content created with International Yacht Paint Spring is in the wind and the start of the sailing season draws near. Give your boat the care it …Continue reading » The post Spring 2026 boat maintenance guide appeared first on Yachting World .,licensing,0.504595,rss_www.yachtingworld.com,licensing,
f4f1fb12-4bf6-42ba-bdf2-c46782a0a4b7,Officially the best performance yachts of 2026. Toby Hodges takes a look at all the nominees and the winner of the performance yacht category in the European Yacht of the Year Awards The European Yacht of the Year awards is the most thorough and impartial awards programme – the winners here are …Continue reading » The post Officially the best performance yachts of 2026 appeared first on Yachting World .,other_or_offtopic,0.312222,rss_www.yachtingworld.com,other_or_offtopic,
e43bc6de-1133-4672-bb33-dca32ef88dd6,"INEOS challenges Ainslie over £180m America’s Cup boat. The fall-out between Ainslie and Ratcliffe after the last America's Cup has escalated once more, with a dispute over who owns the £180-million AC75 the British team will need for the America's Cup next year Former British America’s Cup team title sponsor Sir Jim Ratcliffe of petrochemicals giant INEOS is taking legal action against team …Continue reading » The post INEOS challenges Ainslie over £180m America’s Cup boat appeared first on Yachting World .",other_or_offtopic,0.447081,rss_www.yachtingworld.com,other_or_offtopic,
49ba7791-613e-4b5e-aea5-fa8325154897,"The Best Specialist Yachts 2026: Impressive daysailers and sportsboats. Toby Hodges takes a look at all the nominees and the winner of the specialist yachts category in the European Yacht of the Year Awards What do you do when you have yachts that are as diverse as innovative daysailers, a lake sportsboat, a recyclable …Continue reading » The post The Best Specialist Yachts 2026: Impressive daysailers and sportsboats appeared first on Yachting World .",other_or_offtopic,0.376746,rss_www.yachtingworld.com,other_or_offtopic,
8a0ed399-7a75-40b0-bca3-47b3383a3d3b,World’s coolest yachts: VO70 Mar Mostro / Puma – ‘She was so powerful that helming this boat I felt nothing wrong could happen’. Mar Mostro. Photo: Dan Armstrong/PUMA Ocean Racing/Volvo Ocean Race/Getty We ask top sailors and marine industry gurus to choose the coolest and most innovative yachts of our time. Benjamin Schwartz nominates the VO70 Mar Mostro The VO70 Mar Mostro / Puma was designed by Juan K and originally took part in the 2011-12 Volvo Ocean …Continue reading » The post World’s coolest yachts: VO70 Mar Mostro / Puma – ‘She was so powerful that helming this boat I felt nothing wrong could happen’ appeared first on Yachting World .,other_or_offtopic,0.249899,rss_www.yachtingworld.com,other_or_offtopic,
ab3a18f0-1660-41c6-b48e-168eaf601f99,"Best family yacht 2026: Adventures with the whole family. Toby Hodges takes a look at all the nominees and the winner of the best family yacht category in the European Yacht of the Year Awards There are many categories in the European Yacht of the Year awards, from the best luxury yachts to performance yachts. But some of …Continue reading » The post Best family yacht 2026: Adventures with the whole family appeared first on Yachting World .",other_or_offtopic,0.42457,rss_www.yachtingworld.com,other_or_offtopic,
afcb7187-6190-482c-88ee-bc56af8483e5,"The enduring Atlantic Rally for Cruisers: Perspectives from the sailors who’ve done it. Open to all: PanExplore is one of several operators that offers novice sailors a chance to complete an ARC. Photo: PanExplore.com It’s 40 years on from the first ARC rally. Yachts are bigger, and technology is smarter – but experiencing the crossing of an ocean remains unchanged. Elaine Bunting reports Ask Atlantic Rally for Cruisers sailors arriving in St Lucia what it was like to cross the Atlantic and most …Continue reading » The post The enduring Atlantic Rally for Cruisers: Perspectives from the sailors who’ve done it appeared first on Yachting World .",other_or_offtopic,0.324828,rss_www.yachtingworld.com,other_or_offtopic,
869491a5-f07b-4015-894c-9377dba8fd9a,Best Luxury Yachts 2026: The definitive guide to this year’s best!. Toby Hodges takes a look at all the nominees and the winner of the best luxury yacht category in the European Yacht of the Year Awards 2026 The definition of the best luxury yacht will differ according to personal opinion and from boat to boat. This year’s …Continue reading » The post Best Luxury Yachts 2026: The definitive guide to this year’s best! appeared first on Yachting World .,other_or_offtopic,0.313177,rss_www.yachtingworld.com,other_or_offtopic,
9f8424e1-641e-4ab3-b782-cdaedc00c484,Cheapest winches you can buy! West Marine’s ludicrous BUY ONE GET ONE FREE DEAL returns. Now is the time to grab yourself a Lewmar winch bargain in West Marine's biggest winch sale of the year. This is a deal you don't want to miss! Every spring for the last two years West Marine has offered this absolutely bonkers winches deal and they are back …Continue reading » The post Cheapest winches you can buy! West Marine’s ludicrous BUY ONE GET ONE FREE DEAL returns appeared first on Yachting World .,equipment,0.376239,rss_www.yachtingworld.com,equipment,
98bf1cfd-c4cf-45f2-bc7e-c7e4a11127de,"Sailing to South Georgia: Retracing Shackleton’s 1916 traverse. Photo: Zu Macdermot Sailing to South Georgia Island, a family sail-ski-climb adventure for Skip Novak reveals the changing Shackleton Traverse We hit the cold front square on. From light and variable in the centre of the low, bottoming out at …Continue reading » The post Sailing to South Georgia: Retracing Shackleton’s 1916 traverse appeared first on Yachting World .",weather,0.25136,rss_www.yachtingworld.com,weather,
781c5c14-0d79-4753-a730-a3a761f40041,"The slow, slow road to becoming flat-out fastest – Matt Sheahan. Thomas Coville and Sodebo, racing in the Arkea Ultim Challenge 2024. Photos: Alexis Courcoux Ocean racing tech seems to be developing at breakneck pace – but it takes years to get these complex beasts up to speed When Francis Joyon and his crew aboard IDEC Sport set a ground-breaking record for a non-stop lap of the planet …Continue reading » The post The slow, slow road to becoming flat-out fastest – Matt Sheahan appeared first on Yachting World .",other_or_offtopic,0.325295,rss_www.yachtingworld.com,other_or_offtopic,
54b61d9e-9c08-4473-b150-ec2e5ca2917e,"Hanse Yachts – Superior build quality, sporty performance and class-leading ease of handling. Sponsor Content created with Hanse Yachts Over the last 35 years, Hanse has forged a very clear position in the cruising yacht market, which no other …Continue reading » The post Hanse Yachts – Superior build quality, sporty performance and class-leading ease of handling appeared first on Yachting World .",licensing,0.482806,rss_www.yachtingworld.com,licensing,
64dabf67-f080-4a32-975e-5f129a024cba,"Russian submarines and GPS jamming: The new reality for Baltic cruisers. “Look, Gerd... what is that? Is it a boat? Is it moving?” Photo: Buzz Pictures/Alamy Russia’s ‘grey zone’ activity in the Baltic, from GPS interference to aggressive shadowing, is unsettling sailors. Will this be the new normal, asks Elaine Bunting? “Look, Gerd… what is that? Is it a boat? Is it moving?” Anke Schekahn was on watch with her husband, …Continue reading » The post Russian submarines and GPS jamming: The new reality for Baltic cruisers appeared first on Yachting World .",other_or_offtopic,0.406829,rss_www.yachtingworld.com,other_or_offtopic,
4c1a86bf-dc85-44a7-8014-eff3b8e8755f,How to watch SailGP Sydney 2026 with reduced fleet following serious collision. Want to watch the 2026 Sydney SailGP action from anywhere in the world but don't know when or where to watch it? Here's everything you need to know to tune in The race for the $2 million SailGP 2026 prize purse continues this weekend at the KPMG Sydney Sail Grand Prix. …Continue reading » The post How to watch SailGP Sydney 2026 with reduced fleet following serious collision appeared first on Yachting World .,other_or_offtopic,0.285505,rss_www.yachtingworld.com,other_or_offtopic,
87f15a1a-39a6-49d7-abb7-df2211da3485,"Expert navigator tips: How to master weather models for a winning edge. Will Harris at the nav station of the IMOCA Malizia in the 2023 iteration of The Ocean Race. Photo: Antoine Auriol/Team Malizia/The Ocean Race Professional skipper Will Harris explains to Andy Rice how to make a navigation plan using weather models to win a sailing race When he’s working up a weather and routing plan for an offshore race, Will Harris likes to build up the …Continue reading » The post Expert navigator tips: How to master weather models for a winning edge appeared first on Yachting World .",navigation,0.62459,rss_www.yachtingworld.com,navigation,
25d53a18-06fc-45cd-be69-5c702874a4bd,"South Pacific Sailing: ‘Niue is a tiny country almost no one has ever heard of’. Elliot silhouetted on Fortaleza’s bow against a beautiful South Pacific sunset in the west. Photo: Miranda Baker and Elliot Russo Niue, a tiny island, captures Miranda Baker’s heart after an adventurous South Pacific sailing passage via Minerva Reef, the mid-ocean refuge It feels like a big deal to finally leave New Zealand’s shores, after all the hard work we’ve put into …Continue reading » The post South Pacific Sailing: ‘Niue is a tiny country almost no one has ever heard of’ appeared first on Yachting World .",other_or_offtopic,0.279864,rss_www.yachtingworld.com,other_or_offtopic,
4d837288-2158-48ca-860e-c28b243fc3fd,"How do you winterise a sailor?! – Nikki Henderson. Passage planning skills are thoroughly tested Whether you're land bound for weeks of months, use your time off the water wisely says Nikki Henderson as she contemplates how to stay sharp in the off season I’ve never been one for New Year’s resolutions. They feel as loaded with guilt as they do optimism. And by …Continue reading » The post How do you winterise a sailor?! – Nikki Henderson appeared first on Yachting World .",navigation,0.328169,rss_www.yachtingworld.com,navigation,
f850587e-9449-43dc-8a52-c0560f512e1a,"Aussies win Auckland SailGP as injuries overshadow racing. Australia wins SailGP, Auckland, but heavy crashes and serious injuries to Louis Sinclair and Manon Audinet on the opening day overshadow the racing Tom Slingsby and his Australian team claimed victory at the ITM New Zealand SailGP this weekend, though the event was …Continue reading » The post Aussies win Auckland SailGP as injuries overshadow racing appeared first on Yachting World .",other_or_offtopic,0.461478,rss_www.yachtingworld.com,other_or_offtopic,
14bdd819-6e8c-4980-8b9d-e6b6bd0406ee,"Catastrophic crash at SailGP Auckland leaves two sailors injured. An aerial shot of Black Foils SailGP Team helmed by Peter Burling and DS Automobiles SailGP Team France helmed by Quentin Delapierre colliding during Race 3, on Race Day 1 of the ITM New Zealand Sail Grand Prix in Auckland, New Zealand. Saturday 14 February 2026. Rolex SailGP Championship Event 2 2026 Season. Photo: Simon Bruty for SailGP. Handout image supplied by SailGP Racing was abandoned at the Auckland SailGP event today after a horrific crash between the New Zealand Black Foils SailGP Team and DS Automobiles SailGP Team France. Two sailors, Louis Sinclair (NZL) and Manon Audinet (FRA), were taken to hospital for their injuries but are reported as stable Two sailors were reported as stable after being treated for injuries sustained during a serious crash between the Black Foils …Continue reading » The post Catastrophic crash at SailGP Auckland leaves two sailors injured appeared first on Yachting Wor",other_or_offtopic,0.229117,rss_www.yachtingworld.com,other_or_offtopic,
25ab5e8e-2902-47fb-abcd-9664fda13935,"Moody Deck Saloon Yachts: Ultimate Bluewater Luxury. Sponsor Content created with Moody Yachts With more and more sailors experiencing the space and comfort of catamarans on holiday, Moody DS owners know that you …Continue reading » The post Moody Deck Saloon Yachts: Ultimate Bluewater Luxury appeared first on Yachting World .",licensing,0.401678,rss_www.yachtingworld.com,licensing,
556e6c14-729d-4121-83d9-d96881ecd091,"World’s coolest boats: The Superfoiler. We ask top sailors and marine industry gurus to choose the coolest yachts of our times. This month Luke Parkinson nominates the Superfoiler “The Superfoiler was one of the coolest boats of all time,” says Luke Parkinson, who’s sailed everything from F50s to …Continue reading » The post World’s coolest boats: The Superfoiler appeared first on Yachting World .",licensing,0.225345,rss_www.yachtingworld.com,licensing,
67a9ebe9-f345-48dd-bfd2-6db16925968b,"Is now a good time to buy (or sell) a used boat?. A quiet season has led some buyers to expect bargains. But stock remains tight, paperwork matters more than ever, and the market is proving more active than the mood music suggests When activity levels drop, assumptions tend to fill the space. A softer economy should mean softer prices; fewer listings but …Continue reading » The post Is now a good time to buy (or sell) a used boat? appeared first on Yachting World .",weather,0.303175,rss_www.yachtingworld.com,weather,
22f6e0c7-c9c5-4044-b147-08d2c83c7134,"The smartest boat ever built? 500 sensors, custom autopilots, and the future of foiling. Gitana 18 was moved under cover of darkness Gitana 18 is the newest foiling Ultim trimaran, and a melting pot of crazy ideas that could potentially fly at 55 knots. Helen Fretter gets a look on board Lorient is the Hollywood of ocean racing. Like the movie factory of Los Angeles, the Brittany port is a seemingly …Continue reading » The post The smartest boat ever built? 500 sensors, custom autopilots, and the future of foiling appeared first on Yachting World .",other_or_offtopic,0.439651,rss_www.yachtingworld.com,other_or_offtopic,
3ae068d3-9289-4b38-acde-00a27bdc6319,"The commercial ship which uses 80% less fuel and proves the AeroRig’s worth. From an unloved 90s yacht to a 136m cargo ship, Matt Sheahan explores how the AeroRig’s rebirth is finally making wind-powered trade a reality There was little doubt that the Ian Howlett-designed 70-footer Fly, built by the Elephant Boatyard on the River Hamble, was …Continue reading » The post The commercial ship which uses 80% less fuel and proves the AeroRig’s worth appeared first on Yachting World .",other_or_offtopic,0.431561,rss_www.yachtingworld.com,other_or_offtopic,
f7d8fc5f-5ca7-4e84-a457-a7089276c1b1,There’s Never Been a Better Summer to Cruise New England by Boat. Ocean Havens' marinas connect the dots for the best of New England’s coastline. The post There’s Never Been a Better Summer to Cruise New England by Boat appeared first on Cruising World .,licensing,0.274221,rss_www.cruisingworld.com,licensing,
8a7fb006-e8b4-4973-a9b1-760d2043a5d9,"Bali 7.0 Flagship Scales Open-Concept Architecture. Bali Catamarans unveils the Bali 7.0, incorporating a 280-square-meter sail plan and owner-centric luxury layouts. The post Bali 7.0 Flagship Scales Open-Concept Architecture appeared first on Cruising World .",licensing,0.287829,rss_www.cruisingworld.com,licensing,
3cfec4db-cea3-4156-915d-953886b5e1ff,Raymarine: Evolution Autopilot Control Goes Wireless. The RCU-1 Wireless Autopilot Remote and WG-1 Starter Kit enable handheld helm control and a localized safety shutdown for solo offshore sailors. The post Raymarine: Evolution Autopilot Control Goes Wireless appeared first on Cruising World .,safety,0.56987,rss_www.cruisingworld.com,safety,
1f71cc5c-8e21-49a6-8b60-1c64d7acc1dd,"Mastering the Sky: Essential Weather Tools for Every Sailor. Legend Gary Jobson shares how to combine modern apps, traditional barometers, and cloud patterns for safer coastal sailing. The post Mastering the Sky: Essential Weather Tools for Every Sailor appeared first on Cruising World .",safety,0.439004,rss_www.cruisingworld.com,safety,
d4b5183b-a0bf-4eb1-956f-dac100ceb979,TRM43: Trimarine and Barreau/Neuman Target the Blue-Water Performance Gap. Portugal's Trimarine Compósitos announces a lightweight epoxy-composite catamaran aimed squarely at the serious offshore sailor—not the charter market. The post TRM43: Trimarine and Barreau/Neuman Target the Blue-Water Performance Gap appeared first on Cruising World .,other_or_offtopic,0.287249,rss_www.cruisingworld.com,other_or_offtopic,
d440d552-9d41-4199-971f-a4e293cbeba8,Furuno Brings Big-Boat Electronics to Smaller Vessels. The new TZtouchE Series and TZMAP units put flagship-level navigation capability where it's never fit before. The post Furuno Brings Big-Boat Electronics to Smaller Vessels appeared first on Cruising World .,navigation,0.538458,rss_www.cruisingworld.com,navigation,
